case_id,status_old,ari_old,found_clusters_old,params_old,samples_old,features_old,true_clusters_old,status_restored,ari_restored,found_clusters_restored,params_restored,samples_restored,features_restored,true_clusters_restored,source,identical_recorded_params,matching_input_metadata,ari_delta
phylo_protein_4taxa,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11100, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",120,1000,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=11100, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",120,1000,4,before_restoration,True,True,
phylo_protein_8taxa,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,2000,8,ok,1.0,8,"bandwidth_type=-1/(d+2), benchmark_seed=11101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,2000,8,before_restoration,True,True,
phylo_protein_12taxa,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11102, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,3000,12,ok,0.9631584037374742,16,"bandwidth_type=-1/(d+2), benchmark_seed=11102, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,3000,12,before_restoration,True,True,
phylo_divergent_4taxa,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",100,400,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=11200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",100,400,4,before_restoration,True,True,
phylo_divergent_8taxa,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,800,8,ok,1.0,8,"bandwidth_type=-1/(d+2), benchmark_seed=11201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,800,8,before_restoration,True,True,
phylo_conserved_4taxa,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11300, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",100,400,4,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11300, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",100,400,4,before_restoration,True,True,
phylo_conserved_8taxa,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11301, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,800,8,ok,1.0,8,"bandwidth_type=-1/(d+2), benchmark_seed=11301, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,800,8,before_restoration,True,True,
phylo_large_32taxa,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11400, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",320,2000,32,ok,0.9702459296721974,45,"bandwidth_type=-1/(d+2), benchmark_seed=11400, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",320,2000,32,before_restoration,True,True,
phylo_large_64taxa,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=11401, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",512,4000,64,ok,0.6879298333911303,54,"bandwidth_type=-1/(d+2), benchmark_seed=11401, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",512,4000,64,before_restoration,True,True,
overlap_heavy_4c_small_feat,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=8000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",500,50,4,ok,0.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=8000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",500,50,4,before_restoration,True,True,
overlap_heavy_4c_med_feat,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=8001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",500,200,4,ok,0.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=8001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",500,200,4,before_restoration,True,True,
overlap_heavy_8c_large_feat,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=8002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",800,500,8,ok,0.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=8002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",800,500,8,before_restoration,True,True,
overlap_mod_4c_small,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=8100, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",400,80,4,ok,0.8520629763241513,4,"bandwidth_type=-1/(d+2), benchmark_seed=8100, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",400,80,4,before_restoration,True,True,
overlap_part_4c_small,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=8200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",400,60,4,ok,0.9866666397310956,4,"bandwidth_type=-1/(d+2), benchmark_seed=8200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",400,60,4,before_restoration,True,True,
overlap_hd_4c_1k,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=8300, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",500,1000,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=8300, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",500,1000,4,before_restoration,True,True,
overlap_unbal_8c_large,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=8402, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",800,500,8,ok,0.9947784716132548,8,"bandwidth_type=-1/(d+2), benchmark_seed=8402, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",800,500,8,before_restoration,True,True,
gauss_overlap_6c_large,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=9002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",600,150,6,ok,1.0,6,"bandwidth_type=-1/(d+2), benchmark_seed=9002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",600,150,6,before_restoration,True,True,
gauss_overlap_extreme_6c,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=9101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",600,200,6,ok,1.0,6,"bandwidth_type=-1/(d+2), benchmark_seed=9101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",600,200,6,before_restoration,True,True,
gauss_overlap_3c_small_q3,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=9000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",300,90,3,ok,1.0,3,"bandwidth_type=-1/(d+2), benchmark_seed=9000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",300,90,3,before_restoration,True,True,
bar_binary_balanced_4c,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=21000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,200,4,ok,0.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=21000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,200,4,before_restoration,True,True,
mp_spike_above_bbp_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=21101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",120,300,2,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=21101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",120,300,2,before_restoration,True,True,
